price,bedrooms,property_typeApartamento,property_typeCasa,mean_H_NRO_CUARTOS2,med_H_NRO_CUARTOS2,sum_HA_TOT_PER2,med_V_TOT_HOG2,mod_VA1_ESTRATO22,mod_VA1_ESTRATO23,mod_VA1_ESTRATO24,mod_VA1_ESTRATO25,mod_VA1_ESTRATO26,Final_Bathrooms_2,new_surface_def,bank_d,bus_station_d,casino_d,childcare_d,cinema_d,clinic_d,college_d,community_centre_d,conference_centre_d,dentist_d,doctors_d,events_d,fast_food_d,hospital_d,kindergarten_d,library_d,love_hotel_d,marketplace_d,monastery_d,parking_d,police_d,restaurant_d,bank,bus_station,casino,childcare,cinema,clinic,college,community_centre,conference_centre,dentist,doctors,events_venue,fast_food,hospital,kindergarten,library,love_hotel,marketplace,monastery,parking,police,restaurant,dist_cbd1,dist_cbd2,log_price
570000000,4,1,0,4.537811039691512,4.491735537190083,227.96280991735537,1,0,0,0,1,0,3,118,138.56015419411196,1076.3338763597621,513.7892209062393,710.0572059450338,12372.966101642915,149.37706397017809,1073.6104646746494,367.6918047959153,1721.9853650649193,2282.8192716177427,344.94252650945964,762.6797709572738,479.7371303104504,343.8521684726246,1953.6412260633476,820.7421087593457,3821.6293531847828,445.837476173029,1787.612706397426,200.89519288603708,820.906006152375,290.9004504009143,6,6,8,8,8,20,20,20,20,20,21,21,25,26,26,26,26,27,27,31,31,36,11150.831550945248,9343.066822319288,20.16114691879287
860000000,5,0,1,3.2206993825846286,3,253.25,1,0,1,0,0,0,3,280,504.24857644191536,49.35378339235373,1645.0644648757388,732.37200024224,2609.3705305576036,333.67700074849023,625.7226453683953,907.733171773724,3117.856885895051,504.2490683017872,2580.385649085837,2948.5936059270016,314.2884383868277,1545.631222950669,203.0877347550399,1939.4349621565887,1941.6516183801234,1012.185566709236,2943.2313278864112,131.73199703622475,476.55040557028286,249.67496864456348,0,4,4,4,4,5,5,5,5,6,6,6,9,9,11,11,11,11,11,15,15,22,13385.304377381197,11572.190779541786,20.572442947211826
770000000,3,1,0,3.909611860324237,3.719676549865229,307.59299191374663,1,0,0,0,0,1,3,135,388.6026774694623,236.71175387591137,1143.229874545737,263.5267132103322,1658.1601498473472,170.49317821296867,2752.9982511080943,2109.2845553093425,6755.170558284765,296.11476845013334,1140.2332593806802,5170.750688976263,321.1844595018909,187.7353468983603,509.77937296191277,4100.008522091103,6717.426811508425,802.2197678138798,5436.187117429776,292.48038254980605,311.5760930631093,295.6948227441155,5,11,11,12,12,20,20,20,20,23,23,23,24,26,28,28,28,28,28,33,34,39,12033.41685203341,10214.593317555118,20.461901072812005
700000000,3,1,0,3.7695894933803182,3.64,260.21714285714285,1,0,0,0,1,0,3,117,1304.5300249698585,2004.7032429510202,2218.0548534055074,1739.9734085373495,3786.8764025647138,160.9127034195208,3072.08471686776,3314.7161768779783,5012.964641752457,1031.6044075924995,4051.4680933427767,4457.626488655463,1466.7952626877009,1068.322599108451,1189.5355563402372,3965.512185763179,4484.00976369719,2340.5219203533625,6200.550717184425,229.23730959933033,382.8001263837656,414.25027163587026,0,0,0,0,0,4,4,4,4,4,4,4,4,4,4,4,4,4,4,8,9,10,11787.123067734383,9974.220692833236,20.36659089300768
520000000,2,1,0,3.6582481195852488,3.447530864197531,238.8148148148148,1,0,0,0,1,0,3,75,536.8175958626678,520.2246488963517,1736.1812642996886,1385.7333519698395,2541.5763348984774,886.5807063525989,2620.8342775936067,1593.4312796159934,6829.865998244122,887.6513291972874,1000.2543010681056,4950.91606914162,1465.4806374243374,555.0017921104112,348.8913772594093,2944.7475028971153,7003.604946073603,1955.2669274259295,4344.1206261760735,262.0199598005774,468.5955917924622,465.6890023986349,3,5,5,5,5,5,5,5,5,5,5,5,5,6,7,7,7,7,7,12,14,17,15104.510009608344,13282.01372293072,20.069339369539748
1080000000,4,0,1,5.197577866400842,5.254901960784314,230.18627450980392,1,0,0,0,0,1,3.707317073170732,220,1203.5020343355804,152.71931113100848,1270.766356010081,2120.3353625159943,6194.097747641429,993.4261563164679,3891.614188658019,1643.0957780281656,5385.60838053057,1225.3502253607783,3265.4588177482574,3040.5422146877327,592.0760989749124,1861.6072542396664,1235.368933475585,3183.320562464877,6161.050602440071,1275.301278640091,1536.8949494820465,304.1364636106109,618.7250137798782,358.5763083037421,0,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,3,3,3,13176.303736355858,11365.683691673135,20.80022687808254
520000000,1,0,1,3.631836997584762,3.454248366013072,1202.7254901960785,1,0,0,1,0,0,3,180,162.66709686000252,1305.446303071873,2372.5538613489393,715.6220275893306,4953.024758135839,920.3965617905242,1864.7480304163944,1419.4685434515968,3232.809014241072,848.6515102867482,2347.988596730512,2272.8617955099207,79.82487388513931,890.1805820196809,368.3596113997986,1777.3579661286558,3168.7383743068613,1610.8526209894287,4260.418324930665,95.9121053736522,1988.2075340043225,82.22118154819633,7,7,7,7,7,7,7,7,7,7,7,7,8,8,12,12,12,12,12,28,28,38,9280.503567036529,7482.619776935234,20.069339369539748
690000000,3,1,0,4.271521194656399,4.236301369863014,286.9554794520548,1,0,0,0,0,1,4,164.2244827586207,202.42117236246557,1146.5855391497219,541.008235630739,62.877582232451914,2820.0948201779775,344.6198025031548,3803.071880671957,2015.4705397145817,5366.11477300021,1329.1636005397334,2681.713114471458,4119.201391316306,600.3204410423837,127.91276949720427,1005.7815139085532,3599.58869987365,5208.516622507456,1115.5726535527633,5480.999466617616,147.79727116944937,1278.4437488099798,353.6095211806024,4,4,5,6,6,7,7,7,7,7,7,7,8,9,9,9,9,9,9,33,33,35,6218.132765745198,4398.451219062661,20.352202155555577
330000000,1,1,0,2.9981812514681816,2.6948051948051948,572.3376623376623,1,0,0,1,0,0,2,45,359.80743034988535,153.20746985221055,1517.4389059496611,690.2339249380012,1429.6593324946919,246.76237839282544,806.7032894848264,419.8410351432424,1699.856347223413,1194.5063590141694,587.7343108558185,794.0347546017439,213.74852192821913,708.6637427971285,849.3295360950376,738.5489293274851,4662.3553420440585,512.4252200986366,2590.6132338422626,41.09177542025786,464.2093792765241,240.08796082337878,1,11,11,11,11,13,13,14,14,14,15,15,16,16,16,16,16,17,17,43,45,49,14115.440356231878,12295.962203386514,19.6146032124248
450000000,8,0,1,3.4788428002419787,3.5384615384615383,361.88461538461536,1.4615384615384615,0,1,0,0,0,4,116.28571428571429,898.7990499252138,1343.3709992549677,428.7410946473177,476.7934088023079,3135.3389725595894,917.0163320311373,1443.569645782098,1701.2122153826642,5483.623931376684,707.2967611512432,2568.683044545362,3371.4693809980645,786.3271441203818,868.2560111925069,404.8517519102502,2170.059645644737,7174.643613366481,1051.4206324925058,5095.295724575928,385.42067848961256,1100.1423082445988,245.8746827980194,0,0,1,3,3,3,3,3,3,3,3,3,3,3,4,4,4,4,4,4,4,6,1850.7126587818643,3272.2155907818083,19.92475814072864
650000000,3,0,1,2.8385574376801617,2.909090909090909,249.8181818181818,2,0,1,0,0,0,2,103.33333333333333,416.2008579335248,1366.7728322694227,618.3139357806671,583.6827196618059,3709.1239731574456,650.8072763252426,1497.688501040244,1428.7120806848889,6268.718011413772,426.6159481215759,2864.201166985067,3673.1740127311928,498.18598344140946,1580.2899444978138,371.8028187915744,1739.0926783487796,6714.5457817318465,1265.172818110719,4460.433443950896,488.84882336413244,286.7034152684272,180.62841021976715,1,1,1,2,2,2,2,2,2,4,4,4,6,6,7,7,7,7,7,8,8,19,9904.464995728662,8249.157801355512,20.292482920853956
650000000,3,1,0,3.8107373503266153,3.689265536723164,272.2316384180791,1,0,0,0,0,1,2.82,105,456.70229311418484,224.4487591061519,1875.6375863529936,1192.8723570803456,1010.3568868275526,672.2409216872121,2478.887362779287,2762.36518895095,7272.9323965251015,1437.4688732483526,1562.2343169975318,5270.065216972372,466.93024283763776,921.2042978135474,659.3126951916595,4411.9368496474235,7018.509596309886,855.7564322240756,6735.945648179355,380.732973769925,1589.4280226955943,606.7431478089865,2,3,3,3,3,3,3,3,3,3,3,3,4,4,4,4,4,4,4,12,12,12,2877.0133700556144,1254.7782286701888,20.292482920853956
1180000000,3,1,0,3.7518506500712943,3.584090909090909,145.95909090909092,1,0,0,0,0,1,4,146,197.75207978471394,886.0560696322475,953.026490345567,2161.092895181899,420.5520032049189,695.4535199209358,1126.7885507791384,1384.230978988346,6383.00261957644,1685.8648693997586,814.91807810932,3976.3428317625076,678.7461521942704,750.9758286191422,1736.9742272966264,2996.1114209746916,8422.93443862163,2131.4289380672553,7182.2149312690635,237.2941477226449,478.6706830418019,183.94964606610816,3,3,3,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,12,13,15,15107.93229886886,13391.656341152318,20.888780275423983
350000000,3,1,0,2.937455518725617,2.7041666666666666,347.64166666666665,1,0,0,1,0,0,2,62,200.1694980031385,301.43735909266775,136.3166331534932,1251.844263033914,4211.497472568098,90.2185889506828,132.19161577382306,918.8997096058118,2961.371436283592,607.1116234573147,569.009344742124,1721.8473037916237,460.00624151100095,407.2197383496306,1887.5262199189594,321.584269470685,7417.271792756749,988.5124834857598,5516.186676307491,104.05586549332467,506.78496967500627,117.88442435212589,4,6,7,7,7,17,20,20,20,21,23,23,24,26,26,27,27,27,27,46,47,64,18022.13589279861,16201.03992062512,19.67344371244773
340000000,4,1,0,3.900240230386764,3.8214285714285716,472.7142857142857,1,1,0,0,0,0,2,403.1666666666667,3424.4918744056295,1711.8340262827653,2477.419357955224,2015.3606195342804,9255.899672994563,1831.3618442855889,3102.8999385624516,2508.3276414140155,5388.506620581406,2568.805313323609,4043.6542100064867,1737.7989157170823,1764.7143086260742,1159.5074046310428,244.94422218956302,1992.4261951210476,6473.091145812279,2453.5321171408445,1504.2123337622802,58.77077093504741,730.5928634512646,2018.9081687887697,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,3,3,3,16011.49741427733,14225.097458222754,19.644456175574483
300000000,3,1,0,3.739702051051018,3.701550387596899,939.8992248062016,1,0,0,1,0,0,2,103.73367521367521,775.4314054514169,2004.482903576456,3153.238328923002,616.9514148686519,5608.770512992059,1490.8071605743482,997.4814172954783,1020.0403286632895,2709.5538172709275,1041.1328677999,2412.0883470454537,2427.884808764825,832.1433337392734,1660.568628962158,569.4289468955136,2028.7930589407133,2387.7748458521414,1592.4690290138,3916.6639112466114,317.49692233117196,1843.0325148631189,297.6474380833707,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,11,11,13,4454.608920870354,4810.4271657296085,19.519293032620475
450000000,6,0,1,4.330717624791013,3.923076923076923,90.6923076923077,1,0,0,1,0,0,3,390,1261.6961728004271,237.17498963595463,4963.1061978934,2046.8080774329912,8800.078310605179,313.95156852185636,937.0161610291939,849.1658637140713,2327.6797308895407,3787.5646843057016,577.4268085317879,2431.3701010204977,2602.8447223242943,135.43379486143397,2366.8919424331725,838.1570008313819,1606.5757899226235,1136.79165713429,3278.421155295846,153.02561573405893,1259.6578463055228,596.511761620956,0,2,2,2,2,6,6,6,6,6,7,7,7,11,11,11,11,11,11,15,15,16,2634.6358115234125,2311.3583515801015,19.92475814072864
750000000,3,1,0,5.075529017760274,4.896774193548387,1049.6322580645162,1,0,0,0,0,1,3,190.42450980392158,3209.1281316132986,3909.6182744437997,1853.2678241809324,5035.94227882713,16778.80730741291,1509.1278035209236,1973.7093861260598,5814.033014664811,3418.393433495645,3955.3347149936603,7151.336004797361,5848.280909312119,2485.3342128309578,831.4787259580794,1426.4684577496778,2046.4979227532842,8883.881065033072,2625.3909597120646,4999.911339992574,578.7091655796032,3342.9407472968605,1761.0779151147838,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,4150.060477414429,2335.3671483140447,20.43558376449463
355000000,3,1,0,4.640074148589557,4.514285714285714,706.2571428571429,1,0,0,0,0,1,2,98,3076.872047165509,1630.5469801282031,464.05272051866154,2941.7380300490727,15047.9967806465,213.82396266379175,287.5148220156888,3544.9224020865445,3693.040035601186,3520.722344155094,4821.817368131152,3722.923771109829,169.6820297489612,381.1060331207311,1099.9492210404662,695.2936724523481,6801.184318373932,2475.3462245629607,2772.8200491727052,210.44577072941826,2795.025564448081,2114.4209112015374,0,0,1,1,1,10,11,11,11,11,11,11,12,13,13,13,13,13,13,22,22,22,8087.3604568594965,8531.173739509,19.68762834743969
1250000000,4,1,0,3.254729892069566,2.978666666666667,296.05066666666664,1,0,0,0,0,1,4,232.56,611.8692255511218,182.69049434485746,1681.886655782232,1400.1562108382277,760.1256869863538,85.36850664549482,1528.3189508642263,1748.2937032270443,6700.203277781329,688.3383873473844,335.9462923034131,4083.1133658785666,344.776994379396,158.71621601217674,1072.8474125856983,3645.0858891940743,7886.4968598764935,1616.7451326128166,6156.152359587534,144.39133687388338,1071.2825650659304,559.9899639612665,0,5,5,5,5,14,14,14,14,14,16,16,17,18,18,18,18,18,18,25,25,26,15530.19790936486,13710.015085645377,20.94640938826062
310000000,3,1,0,3.8281092680528723,3.704,933.524,1,0,0,1,0,0,2.40625,100,868.6958485436085,1876.3325988633403,3200.050351045847,449.81524702368756,5692.611647706508,1369.625161675995,978.8476236645146,859.1791745783496,2580.9520665958794,1039.2257634333066,2243.7723485558226,2261.574751668334,947.0472459676433,1521.9295937344714,468.74942975016694,1887.5262408591072,2324.0224831303067,1486.6075284004219,3793.5648075647086,431.2507685036444,1765.4393308109347,179.46219204395456,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,7,7,9,5967.7325423897355,1223.2230701260787,19.552082855443466
490000000,3,1,0,3.6909550338037347,3.449404761904762,526.9880952380952,1,0,0,1,0,0,3,108.31934426229508,383.7014736415602,108.13609325413614,2632.4050777681327,273.7337039002289,5304.002799966591,37.63495720091012,2635.8620809656204,1024.4178342678977,3237.205939497051,335.7901413721205,1693.544901719269,1487.92798503481,471.4042379818891,183.0170234159854,169.57560864334909,1004.228798357513,3615.9942862896373,414.77442880243177,3076.2446247025764,340.54201638543873,1820.0512835667755,329.3113249002581,4,13,13,14,14,17,17,17,17,18,18,18,20,20,27,27,27,28,28,32,32,55,9330.390357272443,7518.093936212911,20.009915949068947
375000000,3,1,0,4.139235726634005,4.074235807860262,1484.8908296943232,1,0,0,0,0,1,2,73,2025.6227593658257,1478.4467561661927,1448.7215675637117,3602.838382686693,13863.809102995849,872.1754360398287,1112.4257701104057,3002.2552255676806,2848.53078411794,4871.65743423537,4504.398401367934,2867.149900668905,1352.3361731494442,466.1568626356103,1542.5492954969864,2044.3724045106264,5867.34786848413,3391.192669590061,3209.4187240626666,179.73417599553068,3228.7855503963465,1390.7953782030545,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,2,2,2,4,4,4,9690.79104076368,7873.192487050189,19.742436583934683
542000000,2,1,0,3.856187785039225,3.7843601895734595,171.64928909952607,1,0,0,0,0,1,2,105.2281443298969,310.36033570738675,243.5437822443078,1927.1325216151124,1618.9668323142955,655.5800186511616,840.4292959407886,2104.181349916432,2275.2214137966153,7373.094862747676,1609.1724512995088,1436.4585565281134,4942.127989609347,686.6807012122318,1036.686465477259,1089.353872053004,3945.346224310672,7511.385045700669,1362.5245601650115,7082.037172250914,119.51647850842646,1302.8276059631944,690.2129243676059,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,21,21,21,8099.111242931014,6282.564989161686,20.11077655940392
295000000,3,1,0,3.5637311220865557,3.4006024096385543,1022.004016064257,1,0,0,1,0,0,2,61,321.6725811289762,963.9747439860886,2618.710733715501,378.22868876649545,5257.509505617631,835.87633062069,1889.9904724673843,1179.8951537260923,2956.503408337973,783.8133599807553,1903.9871176141414,1816.5245049996654,512.80386259278,799.7396365355992,26.595095219020724,1316.0707739219313,3057.5997732855662,1265.7478719455553,3818.2360747714924,361.6077663574766,2090.2108807522854,150.01687110927156,8,8,8,10,10,10,10,10,10,10,10,10,12,12,16,16,16,16,16,23,23,35,11202.922081062377,9454.854785577067,19.502485914304096
520000000,2,1,0,2.9938460651632544,2.962121212121212,425.8686868686869,1,0,0,1,0,0,2,76,938.5545743026973,1121.4351025981719,1174.411004193304,1665.1841276717366,3620.8966103013927,932.0232534505475,913.7175695779082,1605.071274975507,4008.119650085894,776.2955866839887,1486.5753490176637,2442.8482890525215,995.1889389304816,921.8549715201799,2544.984248745291,920.1874636039448,8360.64504932405,1951.6099426589858,6320.476540602937,170.35348108079108,214.7456593164253,212.38419258097338,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,9,2985.8342481090585,5660.854486484544,20.069339369539748
295000000,2,1,0,3.5300588868145577,3.375892857142857,1185.2410714285713,1,0,0,1,0,0,2,74.16264705882352,392.41763663976906,1224.6688750209935,2682.077908596578,623.690502856762,5285.538284723841,974.4716750520943,1674.3441691331432,1095.3817954039007,2901.3524762957313,876.6638964379744,2024.1720559559196,1964.5163750153204,422.033218148786,1058.1693651668925,209.9197599500679,1487.9024683234752,2903.7811868956765,1526.756982298607,4046.9591636738255,422.5017853377211,2099.608148928308,210.29359202813006,5,5,5,5,5,5,5,5,5,5,5,5,6,6,10,10,10,10,10,18,18,29,3562.954471548935,4888.507043188305,19.502485914304096
900000000,3,0,1,3.829021629484922,3.716262975778547,228.05536332179932,1,0,0,0,0,1,4,160.18760330578513,80.5286573967343,924.6801683250636,298.3692122827673,168.80751074092672,2680.4121902313577,600.5994707980547,3992.443856027024,1846.8703588230178,5512.735793385,1501.232026619766,2467.663647145274,4180.148987505754,432.12359355357574,232.7021951041077,779.100928392435,3665.4275851383836,5398.728745086118,986.9036222432592,5435.599948553031,215.09837986273493,1242.8090098940495,340.27318829970693,9,9,10,11,11,12,12,12,12,12,12,12,12,13,13,13,13,13,13,29,29,36,10917.467133404378,9136.841285955483,20.617905321288585
510000000,3,1,0,4.534526166597585,4.349462365591398,713.483870967742,1,0,0,0,1,0,2.795744680851064,100,404.4760963529371,416.27442792732785,1378.828115959669,508.4691821633007,4054.3773127503778,310.84906111302826,3128.575015071588,1359.859400962058,4278.2478775373065,416.50938658369137,2932.876219565107,2745.8026082645506,548.9601076187955,226.00545308839457,821.8731824245714,2246.2436567877494,4389.174658054142,1313.2101511364356,4088.7565223526262,21.83169757080618,1015.1630034392311,504.9807900514836,3,6,6,7,7,8,8,8,8,12,12,12,13,14,14,14,14,14,14,28,28,33,8534.929780074563,8410.235579170394,20.049921283682647
900000000,5,0,1,3.868111455108359,3.8421052631578947,25.42105263157895,1,0,1,0,0,0,2.888888888888889,155.66333333333333,782.4905231600584,572.905955414443,2589.8171575560405,3241.697891462824,12755.244830315627,319.48103447665994,1687.748515276311,1697.1239384362461,1485.8945331146208,4727.374560681939,3368.7583308792996,1506.7364583026904,2026.502537565966,245.19100160853574,2667.344711372374,1676.8845340223877,4550.971329042016,2444.4102575938946,2509.4118637836073,563.3056536104675,2241.5676944286047,304.1638548158269,0,1,1,1,1,4,4,4,4,4,4,4,4,8,8,8,8,8,8,9,9,10,5379.511657147388,2841.645412154802,20.617905321288585
579000000,8,0,1,3.807568077916915,4,133.55555555555554,1,0,1,0,0,0,2,136,554.6250420251249,111.68175180636865,494.9802255463621,1623.4924884415407,1557.9955735158994,597.0921138637652,856.0171424968997,551.7687530291824,6399.617871478658,974.7582096380039,2275.014463644873,2527.4981491895633,124.30179529222582,821.0529549397285,427.4512053149429,1287.244638820024,2330.1734699000845,593.9290950945806,4945.026752988719,47.87816087733806,866.1494715238131,445.5096975565466,1,4,5,5,5,6,6,7,7,7,7,7,8,8,9,9,9,10,10,18,18,19,15652.889500448215,13872.364171567739,20.17681303553727
1780000000,4,0,1,4.584547776721365,4.592233009708738,428.80582524271847,1,0,0,0,1,0,4,312,741.3509309192551,307.4784890034109,2025.6466919406155,1780.34938798186,1909.0164157045294,724.5598956832788,3372.817790599009,3471.935043467316,6827.421530911535,937.2960543567345,2530.3800210987406,5846.133072524386,254.56227381618245,674.8744402920438,623.3970951154295,5162.886524447638,6429.685025628009,1223.5713591101512,7249.091086705357,223.12848797107839,1771.3314013540771,186.90900673281539,0,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,4,4,7,11609.436150700914,9787.414706607613,21.299879201250405
4300000000,4,0,1,3.557194985730093,3.284313725490196,205.7156862745098,1,0,0,0,0,1,6,712,455.1332477613776,684.9192115959886,1472.311632695586,1670.7513994738806,100.31891288887813,704.1119577779853,1573.801005948069,1908.4111820490216,6863.969332588069,1343.4766018159062,882.6121489749677,4392.3337170083105,735.7703703974136,809.9766294868369,1219.0228797114291,3520.426765018699,7896.945101346048,1605.235938853801,6888.21546379416,63.10026658700035,966.1226316749086,171.23417967049335,3,3,3,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,22,22,23,15576.345886007826,13833.953932322973,22.18188085964593
